"","Q7","Q10","Q11","Q16","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q28","Q29","Q30","Q31","Q32","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q42","Q43","Q44","Q45","Q47","Q49","Q50","Q51","Q52","Q53","Q54","Q56","Q57","Q58","Q59","Q60","Q62","Q63","Q64","Q65","Q66","Q68","Q69","Q70","Q71","Q72","Q73","Q74","Q76","Q77","Q78","Q79","Q80","Q81"
"112",1,1,1,2,3,3,2,1,2,4,1,4,1,2,4,2,2,1,2,5,4,5,4,2,1,2,3,3,5,4,2,2,2,4,4,5,4,4,1,2,1,1,3,1,1,2,4,1,1,5,1,1,4,4,4,1,1,4,2
"113",3,3,3,3,4,2,2,4,3,2,2,5,4,3,4,2,2,3,3,3,3,5,2,1,3,3,2,3,4,2,3,4,2,3,3,4,2,2,3,3,1,4,4,3,2,5,3,2,1,2,1,1,2,3,4,2,1,3,3
"114",4,1,2,3,3,2,3,1,4,1,3,5,1,1,2,1,3,1,2,3,2,2,3,3,1,2,1,1,2,1,1,1,4,1,2,3,2,1,2,1,1,1,1,1,1,4,1,4,3,3,1,1,3,4,1,2,2,3,1
"115",3,1,1,1,3,1,2,3,1,1,1,3,1,1,1,2,1,3,2,2,3,2,3,2,1,3,1,2,3,1,1,1,1,1,1,3,4,1,1,1,2,1,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",1,1,3,1,1,1,1,3,2,2,1,3,1,1,1,1,2,2,2,3,1,1,3,2,2,2,1,1,3,2,1,1,1,1,1,2,2,1,2,1,1,3,2,1,1,4,1,2,1,1,1,1,2,2,2,2,2,1,1
"117",2,2,2,3,3,4,3,3,4,1,1,3,1,2,3,3,2,4,3,3,3,3,4,3,2,4,3,1,3,1,3,1,3,3,3,3,3,1,3,3,1,2,4,3,1,5,1,3,2,3,1,3,3,4,2,3,4,2,1
"118",4,3,4,4,4,4,3,5,4,3,3,4,4,3,4,3,4,3,5,5,4,4,4,5,4,5,4,4,4,2,4,1,4,4,5,4,4,4,5,4,3,4,3,3,4,5,4,3,3,4,3,4,4,4,3,3,3,5,4
"119",3,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,1,4,5,4,4,4,4,4,4,4,3,4,4,4,3,4,1,4,4,4,4,3,4,4,1,4,4,4,2,4,4,2,2,2,3,2,1,4,3,4,2,3,1
"120",3,3,5,5,5,5,1,5,5,1,5,4,5,4,5,5,5,5,1,5,5,5,5,4,4,4,4,4,5,1,5,4,5,5,4,4,4,3,4,5,1,1,4,3,5,5,5,5,4,5,3,5,5,5,5,4,5,5,5
"121",2,1,2,1,2,1,3,1,4,1,1,2,1,2,3,1,1,1,1,1,2,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,1,4,1,3,2,4,1,2,3,3,2,3,2,3,1
"122",1,1,1,2,1,1,1,1,1,2,1,3,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,3,3,3,3,1,3,1,2,4,2,3,2,1,3,2
"123",5,1,1,1,5,3,1,1,1,1,1,4,1,3,1,1,1,4,1,1,1,4,4,2,1,1,3,1,1,1,1,1,1,4,1,1,5,4,1,1,1,1,3,1,1,5,3,5,1,2,1,5,3,1,3,5,1,5,1
"124",2,2,4,3,4,2,4,3,4,4,2,5,2,1,3,3,3,4,3,4,4,3,4,5,5,3,2,4,4,1,2,1,3,3,3,4,4,3,4,4,2,3,3,2,3,4,1,5,1,4,1,3,4,5,4,4,1,4,2
"125",1,1,1,1,2,1,1,1,1,1,1,5,1,1,1,2,3,3,4,4,3,4,4,2,1,1,1,1,1,1,1,1,2,1,3,3,3,1,2,1,1,3,2,1,1,1,1,3,1,4,1,1,1,1,1,1,3,3,1
"126",4,1,4,2,3,1,1,5,4,3,3,4,3,1,3,1,3,5,4,5,2,5,4,5,4,4,1,3,5,1,1,2,4,1,2,5,5,1,4,1,1,2,3,1,1,5,2,5,3,3,3,4,4,2,3,5,5,4,3
"127",3,1,1,2,3,1,2,1,3,2,1,3,2,2,2,2,3,2,3,3,2,1,3,1,2,2,1,2,2,1,2,2,2,1,3,2,3,1,2,1,3,2,2,3,2,3,2,2,2,2,1,2,3,2,2,3,2,3,2
"128",3,1,1,1,3,1,1,1,5,1,1,5,1,1,1,1,1,4,1,1,1,3,3,5,3,1,1,1,2,1,1,1,2,1,2,3,3,1,2,3,2,1,2,3,1,4,1,4,1,3,1,2,3,3,3,4,2,4,1
"129",3,2,3,4,5,1,2,3,3,1,2,3,2,3,4,1,3,4,2,5,3,2,3,5,3,4,3,4,4,1,3,1,3,2,2,4,3,4,4,2,1,2,3,2,3,4,1,3,3,3,2,3,4,5,5,3,3,4,1
"130",2,1,3,2,2,3,4,1,4,1,4,3,1,3,3,1,2,3,1,4,3,3,2,2,2,4,1,3,1,1,3,1,2,2,3,3,3,1,2,2,1,2,1,1,1,3,1,3,2,2,1,2,3,2,1,3,2,2,1
"131",1,1,2,3,5,5,1,5,5,1,1,5,1,5,5,3,1,5,5,5,5,5,5,5,5,5,1,5,5,3,4,4,2,5,5,5,5,3,4,3,1,3,3,3,3,5,4,4,1,5,2,1,3,3,3,3,3,5,4
"132",3,1,1,1,2,3,2,1,4,1,3,4,1,2,2,1,2,3,1,2,2,2,2,1,1,2,1,1,3,1,2,1,5,1,1,2,2,3,1,1,1,1,3,2,1,3,3,3,2,3,3,2,4,3,3,4,3,3,3
"133",1,1,2,1,2,2,2,1,3,4,1,4,1,2,1,1,3,4,2,2,3,2,2,3,3,2,1,3,2,3,1,1,2,1,2,3,5,1,3,1,1,1,4,2,1,2,1,1,1,5,1,1,4,2,5,1,1,3,1
"134",4,1,3,4,5,4,3,1,5,3,3,4,4,2,5,5,3,4,3,5,4,3,5,5,3,3,1,3,3,3,2,1,5,3,5,5,3,5,3,3,1,4,3,1,1,1,2,5,5,5,3,5,5,4,4,5,4,5,2
"135",2,1,2,1,1,1,2,1,1,1,1,3,1,1,1,2,1,2,3,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,4,1,2,1,1,1,2,2,1,1,1,2,1,1
"136",1,1,3,1,1,2,1,1,3,1,2,3,1,3,1,1,1,1,1,4,2,3,2,3,1,3,1,2,2,1,3,1,2,1,1,4,1,1,1,1,1,4,1,1,1,3,1,2,1,1,1,1,3,1,3,1,NA,2,1
"137",3,1,1,1,2,1,1,1,4,1,1,4,1,1,1,1,1,3,2,2,1,3,3,3,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"138",1,4,4,5,5,3,1,1,4,1,1,5,1,5,4,1,4,4,4,4,2,5,3,1,2,4,3,4,1,1,5,1,1,1,3,3,4,5,1,3,1,3,5,3,1,2,1,4,3,3,3,5,5,5,5,3,4,5,3
"139",4,1,1,5,4,5,2,1,3,2,3,4,1,3,4,2,2,4,5,5,4,3,4,4,3,3,3,4,4,1,4,1,4,3,4,4,2,1,2,3,3,4,2,3,1,5,2,4,4,5,3,3,5,4,4,4,4,4,1
"140",4,5,4,2,4,3,4,1,4,3,2,4,2,3,4,2,3,3,4,4,4,5,5,3,1,4,2,2,4,3,3,1,3,2,3,4,5,1,3,3,1,4,3,2,2,4,1,3,1,3,1,2,4,4,3,4,2,3,1
"141",1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,3,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,2,1
"142",1,1,4,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,2,3,4,1,1,1,1,3,1,1,1,3,1,1,3,2,1,3,1,1,1,1,2,1,1,1,3,2,3,1,1,3,2,3,3,2,3,2
"143",3,1,4,1,5,3,4,5,4,2,1,4,1,1,1,1,1,4,1,4,4,5,3,3,3,2,1,1,3,2,1,4,2,1,4,4,3,4,3,1,1,1,1,1,1,4,1,3,3,1,2,4,1,3,2,4,1,3,1
"144",4,1,2,1,5,5,1,1,5,3,2,4,1,2,3,2,1,4,4,5,5,4,5,5,4,3,4,3,4,2,2,5,2,1,5,5,2,4,4,1,1,4,2,2,1,4,3,3,3,3,2,3,4,3,4,5,3,3,1
"145",3,2,3,4,3,4,3,4,5,3,4,5,3,2,5,4,2,5,5,5,5,5,4,5,5,4,4,5,5,3,1,1,4,4,5,3,5,3,5,4,1,3,4,4,2,4,4,5,4,5,3,5,3,5,5,5,5,4,3
"146",5,3,2,1,3,3,4,1,3,2,3,5,2,1,1,2,2,3,1,3,4,3,3,3,2,3,1,1,4,1,1,1,4,1,1,4,2,4,2,2,3,1,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",5,3,2,1,3,3,1,3,5,2,4,4,1,1,5,3,3,4,2,4,4,3,4,2,1,4,2,2,3,2,1,1,1,1,1,4,1,2,3,1,1,2,2,1,3,4,3,3,1,3,1,3,4,1,4,2,1,4,3
"148",2,2,2,4,2,2,2,1,1,1,3,3,3,2,3,1,3,4,2,4,1,1,3,2,1,2,2,1,1,2,2,2,2,2,2,2,3,2,1,2,3,2,2,2,1,3,2,3,2,3,1,2,2,4,3,2,2,3,1
"149",5,5,5,3,3,4,5,2,5,4,1,3,1,3,2,3,2,2,2,4,4,3,3,5,3,3,2,4,5,5,3,1,5,2,2,4,4,1,3,2,1,3,5,3,1,4,3,4,4,5,2,3,3,5,4,2,4,3,2
"150",1,2,3,2,2,2,2,1,1,1,1,3,1,1,2,2,2,1,3,3,1,2,3,4,1,3,2,2,4,1,1,1,1,1,2,2,3,1,3,1,1,3,3,1,1,4,2,4,3,2,2,3,3,3,2,3,3,4,1
"151",5,2,4,4,4,3,3,1,5,3,5,5,3,4,4,4,4,5,3,5,4,5,5,5,4,4,4,4,4,2,4,5,5,4,4,5,5,1,4,4,3,2,3,4,4,5,2,5,1,5,1,3,4,4,5,4,3,4,3
"152",3,1,3,2,4,1,1,1,5,2,1,4,2,3,3,4,2,3,5,5,4,3,5,5,3,1,1,5,5,1,3,5,1,3,5,5,5,1,4,3,4,5,1,2,4,5,1,4,2,5,1,1,3,5,4,3,3,4,1
"153",4,1,3,2,3,4,4,3,5,5,4,4,3,3,4,4,3,5,4,5,4,4,4,5,3,3,3,4,5,4,3,5,3,3,4,5,4,3,4,3,1,4,4,3,3,5,3,4,4,5,3,3,3,5,5,4,4,4,3
"154",1,1,1,1,1,2,2,1,3,1,1,4,1,2,2,1,1,4,1,5,2,2,2,3,1,1,1,1,3,1,1,1,1,1,2,4,2,1,3,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,3,5,1
"155",4,4,3,2,3,2,5,4,5,4,2,3,4,4,2,4,2,2,3,3,5,4,3,4,2,3,3,2,4,1,4,3,4,2,3,3,3,2,1,4,1,2,3,4,2,5,3,4,4,4,3,4,4,5,3,4,2,3,3
"156",4,3,3,1,3,5,3,3,5,3,3,4,1,3,3,2,1,3,3,4,3,4,5,5,4,2,3,4,4,2,2,1,4,3,3,4,5,1,4,2,1,3,4,3,1,4,1,5,3,4,2,3,3,4,5,3,3,5,1
"157",2,2,1,1,1,1,1,1,4,1,1,3,1,2,1,1,3,3,2,3,2,2,5,3,2,1,2,4,1,1,2,1,3,3,1,2,2,5,2,1,1,2,1,1,1,3,2,3,1,3,1,4,3,4,2,5,3,4,2
"158",3,4,2,2,3,4,3,1,4,3,2,4,3,3,3,3,3,3,4,4,4,4,4,3,4,3,3,3,4,2,2,4,3,3,4,4,3,3,3,3,2,4,2,3,1,3,2,3,1,3,1,4,3,3,4,4,2,3,3
"159",4,1,3,1,1,4,3,1,5,1,1,3,1,4,5,1,4,1,1,3,2,5,5,5,1,3,4,4,5,2,1,1,4,3,2,1,2,4,5,1,2,1,3,2,1,4,2,2,1,3,4,1,3,3,4,3,1,1,2
"160",3,2,2,4,4,1,3,4,4,3,2,4,3,3,2,3,3,3,4,3,4,3,3,3,3,3,1,3,5,1,3,4,1,4,5,4,3,3,4,4,4,3,2,4,1,4,4,2,1,3,1,2,4,4,3,4,1,3,3
"161",5,4,5,1,2,5,2,3,5,1,3,4,1,4,4,4,1,5,3,4,5,5,5,5,5,4,3,5,5,2,4,1,4,5,4,4,4,4,4,3,1,4,3,5,1,5,1,3,1,4,1,2,3,5,5,3,2,4,1
"162",1,1,1,1,1,1,1,1,4,1,1,2,1,1,2,1,2,1,2,3,1,1,3,4,2,2,1,2,2,1,2,1,1,2,3,2,1,2,3,1,1,3,1,1,2,1,1,2,1,3,1,1,3,2,1,1,1,3,2
"163",3,2,2,2,4,2,2,1,5,1,3,4,1,1,2,3,1,4,3,5,4,3,3,5,1,3,1,2,4,1,1,4,5,2,1,5,3,1,2,3,1,3,2,3,1,4,2,2,1,3,1,2,3,4,4,3,1,4,1
"164",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,1
"165",1,2,2,1,3,1,1,4,2,1,1,3,2,3,2,4,1,2,2,3,4,3,2,3,2,2,2,2,3,1,3,4,1,2,3,2,3,1,2,1,2,2,2,2,1,4,1,3,1,1,1,2,1,2,2,4,1,1,2
"166",1,1,4,1,3,3,1,3,5,4,1,5,1,2,1,3,2,3,3,5,3,5,4,5,3,4,1,1,5,1,1,5,3,1,4,5,4,3,4,3,1,2,3,5,3,5,5,4,3,4,1,3,4,4,5,4,4,3,2
"167",2,2,2,2,2,5,2,2,5,2,4,3,2,1,2,1,3,3,1,3,3,3,5,5,2,3,3,1,2,1,1,1,3,1,2,3,3,5,3,1,1,1,3,1,2,4,1,4,2,3,2,4,4,2,4,4,3,4,1
"168",3,2,3,2,2,3,2,1,4,3,1,3,2,3,2,3,2,3,4,4,3,3,4,2,1,2,1,1,4,1,2,2,2,2,3,5,2,1,1,2,1,2,1,3,1,4,4,3,4,4,2,1,2,5,4,2,3,4,1
"169",5,3,4,5,4,4,4,5,5,5,4,4,4,4,5,4,4,5,5,5,5,4,5,5,4,3,4,4,5,4,3,5,5,5,5,5,5,3,5,4,2,4,4,3,4,5,5,5,3,5,3,4,4,5,5,5,4,5,3
"170",1,1,2,2,1,3,1,1,3,1,1,3,2,4,1,1,2,3,2,3,1,1,3,2,1,2,2,2,2,1,3,4,1,2,2,2,2,2,1,3,1,2,2,2,1,4,1,1,1,3,1,1,2,1,4,2,1,3,2
"171",3,1,3,1,2,1,1,2,3,1,1,2,1,1,2,1,1,2,2,2,1,2,3,2,1,2,1,3,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,3,2,3,1,2,1,1,3,3,3,1,3,3,1
"172",4,1,4,2,3,1,2,3,4,3,1,3,1,3,4,3,2,2,3,3,2,4,3,4,2,3,1,3,4,3,2,3,1,2,3,3,4,1,4,3,1,3,1,2,1,4,2,4,2,4,2,3,3,4,4,3,4,1,1
"173",5,1,5,4,5,1,3,5,5,4,3,5,1,3,3,5,2,4,5,5,5,4,5,5,4,4,4,4,5,4,3,1,4,3,5,5,4,4,4,4,1,4,2,3,1,5,4,4,4,4,3,3,4,4,4,4,4,3,3
"174",3,1,5,4,3,5,4,4,5,3,2,4,3,4,4,2,3,5,3,5,4,3,5,5,4,4,2,4,5,2,3,4,3,3,3,5,3,2,3,3,2,3,3,4,2,5,2,3,4,4,3,2,4,4,5,3,3,5,3
"175",3,2,3,2,2,3,3,2,2,1,1,3,1,4,3,3,3,3,4,5,3,4,3,2,3,4,2,2,3,2,2,1,2,3,4,5,2,4,4,2,2,4,3,3,1,5,3,3,3,3,1,3,3,4,3,4,2,3,2
"176",1,1,2,1,3,2,3,1,3,1,1,2,2,3,4,2,1,2,3,2,3,3,2,2,2,2,1,2,3,1,2,1,3,1,1,2,3,1,1,3,2,1,2,1,1,4,1,3,2,1,2,2,2,1,1,3,2,3,1
"177",1,1,1,1,3,1,1,1,1,1,1,3,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,2,3,2,1,4,1,3,1,2,2,1,2,2,2,1,1,2,1
"178",1,1,4,1,3,4,1,5,5,1,3,3,1,1,5,3,5,3,2,4,4,4,4,3,4,5,2,4,3,1,1,3,5,1,4,4,5,4,4,3,1,1,4,2,1,5,3,1,1,1,1,2,5,4,3,1,1,5,3
"179",1,1,2,1,1,1,2,1,4,1,1,2,1,2,3,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,3,1,2,1,1,2,1,1,1,2,1,3,2,2,1,2,1,2,1,3,2,2,1
"180",5,3,3,5,5,4,4,3,4,2,1,5,4,5,3,3,5,5,5,4,4,5,5,5,5,5,4,5,5,1,4,5,1,3,5,5,5,4,5,5,1,3,5,2,5,5,5,4,3,4,3,4,5,5,5,5,3,5,3
"181",4,4,5,4,5,3,2,3,5,5,4,4,4,3,3,4,5,5,2,3,4,5,3,5,3,4,3,5,5,5,4,5,2,4,5,4,4,4,4,3,3,2,4,3,3,5,3,1,2,5,1,3,2,4,4,3,3,4,2
"182",3,1,2,1,2,2,1,1,4,2,2,4,1,1,1,2,1,2,2,3,2,2,3,3,3,2,2,1,2,2,1,1,2,1,2,3,3,1,3,1,1,2,3,1,1,4,1,2,1,1,1,3,2,1,2,3,1,2,1
"183",3,1,2,2,4,3,3,2,2,1,1,4,1,2,3,2,3,4,4,4,3,3,1,3,3,3,2,3,2,1,2,1,1,2,3,3,3,1,3,2,2,4,3,1,3,3,1,2,2,4,1,2,3,4,3,3,2,3,2
"184",2,2,1,2,4,3,4,2,3,2,4,4,2,2,2,3,3,3,3,2,5,3,4,3,3,3,2,3,4,2,3,1,4,2,3,3,5,3,3,2,1,2,3,3,2,3,2,3,3,3,2,3,3,3,4,4,4,4,3
"185",4,1,2,1,2,1,1,1,4,1,1,3,1,1,1,1,1,1,5,4,2,2,1,1,2,2,1,1,3,1,1,1,1,1,3,2,2,1,3,2,1,2,2,1,1,3,1,1,1,3,1,1,2,1,3,2,1,3,1
"186",3,1,3,1,2,2,2,2,3,2,2,3,1,2,2,3,1,2,3,3,2,3,3,4,2,2,2,2,3,2,1,1,2,1,1,3,2,1,3,1,1,3,2,1,1,2,1,2,1,2,1,2,2,3,2,2,2,3,1
"187",3,1,4,2,3,2,1,2,5,1,1,4,1,1,3,1,2,4,2,4,3,5,4,5,2,3,3,2,3,1,1,4,2,1,2,5,4,4,1,2,1,3,2,1,1,5,3,3,2,3,1,3,4,3,3,3,3,3,2
"188",2,1,1,2,1,1,2,1,4,1,1,1,1,1,1,2,1,1,1,3,3,3,3,2,1,2,1,2,3,2,3,1,1,1,2,3,2,1,3,2,2,1,1,1,1,4,1,3,1,1,1,1,1,3,3,1,1,3,1
"189",4,2,4,1,3,4,1,2,4,2,3,4,1,2,2,2,1,4,5,4,4,4,4,4,4,2,3,4,3,2,2,1,4,2,4,4,2,3,2,3,2,4,4,2,3,4,2,4,2,4,2,4,3,4,5,3,3,4,2
"190",3,3,5,3,5,5,5,5,5,1,4,5,2,5,5,1,2,2,5,2,3,5,5,3,5,5,3,4,5,1,5,2,5,2,4,3,5,4,5,2,1,5,5,2,1,5,4,3,1,5,1,4,5,5,5,5,1,5,3
"191",3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,3,2,2,2,2,1,1,1,1,2,1,1,3,4,1,1,3,2,1,2,1,1,2,1,2,2,3,1,2,1,2,1,1,2,1,3,2,1,1,1
"192",1,1,1,2,1,2,3,3,5,1,1,2,1,1,3,1,3,4,3,4,3,3,4,4,1,3,3,1,4,1,1,3,3,1,1,3,2,1,3,3,3,2,1,4,1,5,1,3,2,3,1,2,2,3,4,3,2,4,1
"193",2,1,1,1,1,3,1,1,1,1,1,4,1,1,2,1,1,3,3,3,1,1,1,2,3,2,2,2,3,1,1,1,2,1,1,3,3,1,3,1,1,3,1,1,1,3,1,3,2,4,1,3,2,5,3,3,3,3,1
"194",4,1,2,2,5,2,1,2,4,2,3,5,1,2,4,3,3,3,4,3,3,4,2,3,5,2,3,3,2,1,1,1,2,2,2,4,4,2,3,2,1,4,4,3,1,4,2,2,1,3,1,1,4,3,3,2,2,3,2
"195",2,1,2,1,3,2,1,3,4,1,1,5,1,1,1,2,1,4,3,5,3,2,3,3,2,2,2,1,1,1,1,1,4,1,3,5,4,2,5,2,3,3,2,1,1,3,3,3,3,3,1,3,4,4,2,3,3,5,1
"196",3,1,1,2,5,3,1,4,4,1,2,5,4,5,3,3,2,2,3,5,2,4,3,5,4,3,1,4,4,3,5,5,3,3,3,5,3,1,3,4,3,3,5,4,2,5,3,5,5,4,2,4,4,5,4,4,4,2,1
"197",3,2,3,3,5,3,1,3,5,1,2,5,4,2,4,2,2,3,4,5,4,2,5,5,3,4,2,5,3,1,3,3,2,2,3,4,5,2,5,2,1,3,5,2,3,5,1,4,5,3,3,2,4,3,5,2,5,4,2
"198",5,2,4,3,5,4,4,3,5,4,2,5,2,2,3,3,2,4,4,5,4,4,4,5,5,3,2,3,5,3,3,1,4,3,4,5,5,4,4,4,2,5,4,3,3,5,3,5,2,3,2,3,5,5,5,4,4,5,2
"199",4,2,4,3,4,3,3,3,5,3,1,4,3,4,4,3,2,3,5,4,4,5,4,3,4,3,4,4,5,1,4,1,3,1,4,4,3,1,4,4,1,4,3,4,2,3,3,5,4,4,3,4,3,3,4,4,4,5,2
"200",1,1,1,1,3,3,1,2,5,1,1,4,2,3,1,1,2,2,1,3,1,1,3,2,1,2,2,1,4,1,1,1,2,2,1,3,1,1,3,2,1,2,3,1,2,3,1,1,2,3,1,3,3,5,3,3,3,4,3
"201",3,2,1,2,1,3,1,1,4,2,2,3,1,2,3,3,1,3,4,4,3,1,2,4,1,3,2,3,3,2,2,1,4,3,2,2,3,2,1,2,1,3,2,3,2,3,1,3,2,3,2,2,4,3,3,2,2,3,2
"202",4,4,4,2,3,4,3,3,5,4,4,5,2,3,5,3,1,3,5,5,4,5,5,4,4,4,3,3,5,3,2,2,5,3,4,4,4,4,3,2,4,4,3,4,4,5,5,2,2,4,1,2,5,3,4,3,1,4,5
"203",5,1,1,3,3,3,1,1,4,3,2,3,2,4,3,3,1,1,3,5,5,3,5,5,3,3,2,4,4,1,2,4,2,3,4,5,3,1,3,4,1,5,1,3,5,5,1,3,4,2,3,4,5,2,4,4,4,5,1
"204",2,4,3,5,3,4,5,1,3,2,3,4,3,2,5,2,4,5,1,5,5,5,4,4,1,4,3,4,3,1,4,1,3,2,1,4,4,5,3,3,1,1,4,2,4,4,4,4,3,5,5,4,5,5,5,4,3,4,3
"205",3,2,2,2,2,1,1,1,4,1,2,3,1,3,1,1,1,1,3,1,3,2,1,3,1,3,1,3,2,1,1,1,NA,1,1,2,1,1,2,1,1,2,1,1,1,3,2,3,3,3,2,2,2,1,2,3,3,2,1
"206",1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,2,1,3,1,2,2,3,2,1,2,1,2,2,2,2,2
"207",3,1,1,1,1,1,1,5,5,1,1,1,4,1,1,1,1,1,1,1,1,3,1,5,1,1,1,3,3,1,1,3,1,2,1,3,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,3,1,1,2,3,1,1,1
"208",4,4,5,4,4,3,4,2,5,1,3,5,4,4,4,4,4,5,2,3,3,4,3,3,4,4,4,3,4,1,4,1,3,4,4,4,5,2,3,3,1,1,5,3,3,3,1,3,1,4,1,2,2,4,3,3,2,3,2
"209",1,3,4,3,5,4,3,5,5,3,5,5,1,1,5,2,4,5,3,5,3,5,5,5,4,3,4,5,4,1,2,5,5,4,1,5,5,3,4,5,1,1,4,2,3,4,3,5,3,4,2,2,5,5,3,5,4,5,1
"210",2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,3,3,2,1,3,3,1,1,1,2,1,1,1,2,1,1,1,4,1,1,1,1,1,2,1,1,1,3,3,1,3,1,4,4,3,3,4,4,3,2
"211",1,1,1,2,4,1,1,1,3,1,1,5,1,3,1,1,1,3,1,1,3,1,1,5,1,3,1,3,2,1,1,1,1,1,1,1,5,3,1,1,1,1,4,1,5,4,2,3,1,3,1,1,4,1,4,3,1,3,1
"212",4,5,2,3,4,5,5,5,4,2,4,5,5,5,3,2,1,4,4,5,5,5,5,5,5,3,3,3,3,4,2,5,4,4,4,5,4,5,3,1,2,5,5,2,4,2,4,5,5,5,3,4,5,5,4,3,5,5,4
"213",4,1,2,1,3,3,2,1,3,2,2,2,2,3,2,2,2,3,3,3,4,3,4,4,2,3,2,4,4,2,3,1,2,1,3,4,2,4,1,3,1,2,2,3,1,4,4,1,1,3,2,4,2,2,3,3,1,2,2
"214",3,3,3,3,3,2,3,1,3,2,2,4,1,2,4,1,3,3,3,4,3,3,3,3,2,3,2,3,4,1,3,1,4,2,3,4,4,2,3,3,1,2,3,2,2,2,3,5,3,4,2,2,5,3,4,3,3,4,3
"215",3,1,4,1,4,4,4,1,4,2,2,4,1,3,3,4,1,3,4,5,4,3,3,4,2,3,3,3,4,2,3,1,3,1,3,5,4,4,3,1,1,2,2,2,3,4,2,3,4,3,1,4,1,5,5,4,4,2,1
"216",5,2,3,1,1,3,2,3,5,1,4,5,1,1,5,1,1,1,3,4,3,4,3,4,3,1,3,2,3,1,1,1,4,1,2,4,2,2,3,3,3,3,1,1,1,4,3,5,3,5,3,3,5,3,4,3,4,3,1
"217",1,1,3,1,4,2,1,1,2,1,4,4,2,2,2,1,1,3,3,3,2,3,2,4,3,4,1,2,3,1,3,2,1,3,3,3,3,1,2,2,1,3,2,3,2,3,1,4,3,1,2,3,1,1,2,4,2,2,3
"218",1,3,4,1,4,2,3,2,4,2,3,5,2,3,3,3,1,4,5,5,3,4,3,4,4,2,1,3,4,2,1,1,4,3,3,5,4,1,4,2,2,4,3,3,1,4,1,5,3,4,2,3,4,3,4,3,3,5,1
"219",2,1,1,3,2,1,1,1,1,1,1,2,1,1,2,1,2,1,3,3,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,1,1,1,1,3,1,1,3,2,3,2,5,2,2,2,1,3,4,3,2,2,4,2
"220",4,1,4,3,4,4,1,1,5,3,4,5,3,3,5,5,3,4,1,5,4,5,4,4,3,4,4,5,4,2,3,3,3,1,3,5,4,5,3,1,4,1,3,4,4,5,1,4,3,3,2,3,3,5,4,4,5,4,2
"221",1,1,1,2,5,1,1,2,5,1,2,5,1,1,5,5,2,2,3,5,4,5,5,5,3,2,2,5,5,1,5,1,2,5,5,5,4,5,5,3,1,1,5,3,2,5,3,5,5,5,2,5,5,5,5,5,4,3,1
"222",5,1,5,4,4,5,3,5,5,5,2,5,4,4,4,4,4,1,5,5,5,4,5,5,5,4,3,5,5,3,5,1,1,4,5,5,3,5,5,3,1,4,3,4,5,5,4,5,5,5,5,5,4,5,5,4,4,4,1
"223",1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
"224",2,2,3,1,4,4,5,1,5,2,3,5,1,1,1,1,2,4,2,5,2,3,1,3,4,2,1,3,2,1,1,1,1,1,1,5,4,1,1,1,1,3,3,1,2,3,1,3,3,4,1,2,2,5,2,3,2,4,2
